,time,max t2m,min t2m,rel. humidity,total precip.,total runoff,surf. moisture,max windgust,disaster_type,hdi_category
15,60,0.095619604,0.108490944,-0.17163676,-0.082467504,0.1551807,-0.014909312,-0.040541746,Landslide,Very high sHDI
16,90,0.1736836,0.08180141,0.2600166,-0.11598398,0.11384908,-0.14647552,0.117798395,Landslide,Very high sHDI
17,180,-0.1073008,0.0441094,0.11235781,-0.0459185,-0.13913038,0.1299773,0.08595371,Landslide,Very high sHDI
18,365,0.20732626,0.14449899,0.12528665,-0.020526549,-0.08663157,0.25103745,-0.19445962,Landslide,Very high sHDI
0,-365,0.16322523,0.047440924,-0.2295234,-0.048690397,0.09884185,-0.14797851,-0.06945138,Cold wave,Low sHDI
1,-180,0.04463555,-0.25483087,-0.01913063,0.01562488,-0.036835186,-0.3026881,-0.031790286,Cold wave,Low sHDI
2,-90,0.20929681,0.28131077,0.08679029,-0.0011607582,0.0027751345,-0.055683337,-0.12532653,Cold wave,Low sHDI
3,-60,0.37337464,0.8517917,0.22159013,0.38182756,0.26659673,0.2198734,0.1567561,Cold wave,Low sHDI
4,-45,-0.009048722,-0.1753072,-0.2600197,-0.0734833,-0.17390221,-0.35609138,-0.10407285,Cold wave,Low sHDI
5,-30,0.40002453,0.50688773,-0.19371206,0.18474665,0.25271308,0.12608874,0.19870134,Cold wave,Low sHDI
6,-15,-0.029229186,-0.21653168,-0.1494622,-0.113969885,-0.19995396,-0.39569777,-0.011840692,Cold wave,Low sHDI
7,-7,-0.29290685,-0.3756998,0.02956317,0.2620509,-0.15208183,-0.29402122,0.04154442,Cold wave,Low sHDI
8,-1,-0.56459725,-0.5399679,0.20702107,0.10672921,-0.2705895,-0.28946814,0.01610754,Cold wave,Low sHDI
9,0,-0.20280616,-0.052901484,0.19383329,-0.044701718,0.15077609,-0.021278733,-0.36122853,Cold wave,Low sHDI
10,1,-0.21230449,-0.14928353,0.16202348,0.05869926,0.23686635,0.0095901955,-0.05678318,Cold wave,Low sHDI
11,7,-0.17391106,-0.27452886,0.14347984,-0.13497664,-0.08808618,-0.13215479,-0.0067749564,Cold wave,Low sHDI
12,15,-0.3851641,-0.4203693,0.11353841,0.01412145,-0.2221829,-0.15921083,0.06882936,Cold wave,Low sHDI
13,30,-0.35708907,-0.23063546,0.045396272,0.1669167,-0.21927236,-0.26530832,0.22398183,Cold wave,Low sHDI
14,45,-0.1461214,-0.010947181,-0.027046869,0.069601,-0.15557474,-0.15766001,0.089498736,Cold wave,Low sHDI
15,60,-0.2903697,-0.39071065,0.0425148,-0.029017232,-0.078768395,-0.1853012,-0.017558852,Cold wave,Low sHDI
16,90,0.104040936,-0.004442063,-0.17682905,-0.091059014,-0.093656704,-0.28013232,-0.15729374,Cold wave,Low sHDI
17,180,-0.37526524,-0.45513952,0.4057592,0.035055388,0.035544224,0.12518398,-0.03743581,Cold wave,Low sHDI
18,365,0.03536165,0.11035707,-0.050176557,0.10682168,-0.0017109698,-0.07658921,-0.08434147,Cold wave,Low sHDI
0,-365,-0.08886219,-0.014790671,0.20701364,-0.030090142,0.16695449,0.21868116,-0.06309014,Cold wave,Medium sHDI
1,-180,0.06768559,0.038312558,-0.023437396,0.058653705,-0.08190025,-0.004664786,0.14097646,Cold wave,Medium sHDI
2,-90,0.30704266,0.20643844,0.07243286,-0.1835364,-0.051604223,0.08707543,0.032391656,Cold wave,Medium sHDI
3,-60,0.2390868,0.21216533,0.03235133,0.0046900255,0.10873518,0.07465563,0.113478154,Cold wave,Medium sHDI
4,-45,0.011030696,0.067303084,0.050580084,-0.08296626,-0.04543414,-0.08108321,-0.013168401,Cold wave,Medium sHDI
5,-30,0.16206014,-0.04762289,-0.013364826,-0.08055406,0.07999954,0.0150066335,-0.023998406,Cold wave,Medium sHDI
6,-15,-0.16237625,-0.07783232,0.12863822,0.15226607,0.041095734,-0.038216826,0.20657693,Cold wave,Medium sHDI
7,-7,-0.19643626,-0.22048272,0.065574095,-0.038744174,-0.1330799,-0.023359729,0.26227817,Cold wave,Medium sHDI
8,-1,-0.3068758,-0.4582008,0.03966538,0.03498158,-0.15157647,-0.06732772,-0.0042707687,Cold wave,Medium sHDI
9,0,-0.33563006,-0.1590743,0.08755369,0.10416779,0.11736392,0.20985001,0.16288358,Cold wave,Medium sHDI
10,1,-0.42282546,-0.2924957,0.18346642,0.43730175,0.25299057,0.24031323,0.28997302,Cold wave,Medium sHDI
11,7,-0.55706203,-0.36547303,0.29222414,0.21030317,0.12036323,0.13992232,0.03824729,Cold wave,Medium sHDI
12,15,-0.40411738,-0.42120856,0.15137698,0.11183466,-0.010883733,0.06964369,-0.052946266,Cold wave,Medium sHDI
13,30,-0.06655096,-0.11782386,0.11812144,0.07467652,0.08643024,0.057819266,-0.003337624,Cold wave,Medium sHDI
14,45,-0.024195971,-0.121217735,0.020006813,-0.057085212,-0.0010357803,0.0076977513,-0.17801721,Cold wave,Medium sHDI
15,60,0.13130076,-0.0047553,0.0070651597,-0.051898673,0.013988639,-0.04696265,0.0293156,Cold wave,Medium sHDI
16,90,0.13446333,-0.10487207,-0.14688787,-0.23234718,-0.14431432,-0.04777983,-0.0482451,Cold wave,Medium sHDI
17,180,-0.019590745,0.21085013,0.107319035,0.13235366,0.045384783,0.27378002,0.041834578,Cold wave,Medium sHDI
18,365,0.114479065,0.11772214,0.08615921,0.28488144,0.17026705,0.26929635,0.05666709,Cold wave,Medium sHDI
0,-365,-0.10471265,-0.17904578,0.06931871,0.052963972,0.009770108,0.124942586,-0.055317625,Cold wave,High sHDI
1,-180,-0.07571902,-0.17648812,0.0529616,0.031450126,0.12672342,-0.109642446,0.06655837,Cold wave,High sHDI
2,-90,0.25261822,0.207024,-0.09241013,-0.031417083,-0.06836275,-0.15034671,-0.08597618,Cold wave,High sHDI
3,-60,0.13627854,0.11777676,-0.06286222,-0.023571357,-0.096220784,-0.10592824,0.1323677,Cold wave,High sHDI
4,-45,-0.08569554,-0.004675332,0.15542778,0.13996576,0.081678756,0.0052654897,-0.056328274,Cold wave,High sHDI
5,-30,0.11205183,0.0826816,0.025797566,0.0007412132,-0.08239786,0.10871408,0.06667406,Cold wave,High sHDI
6,-15,-0.06787039,-0.077187665,0.02473528,0.17227232,-0.00046364282,0.011389255,0.264713,Cold wave,High sHDI
7,-7,-0.32280356,-0.2854191,0.09443341,0.029406335,-0.1527326,-0.3004276,0.0619436,Cold wave,High sHDI
8,-1,-0.6033432,-0.56165427,0.055469476,0.19417523,-0.105806515,-0.34017342,0.1453316,Cold wave,High sHDI
9,0,-0.5010613,-0.40748057,0.07624794,0.19408599,-0.06930754,-0.048410457,0.11741556,Cold wave,High sHDI
10,1,-0.45645756,-0.51623267,0.033941485,0.2670781,0.017726032,-0.043991312,0.22710812,Cold wave,High sHDI
11,7,-0.35788113,-0.40003774,0.008664744,0.32150438,0.08682618,-0.07870277,0.05864868,Cold wave,High sHDI
12,15,-0.532084,-0.4291368,-0.005807954,0.10114277,-0.050547756,-0.19657743,-0.051210903,Cold wave,High sHDI
13,30,-0.11928181,-0.14388274,-0.045422114,-0.056967665,-0.08116658,-0.20186937,-0.031478725,Cold wave,High sHDI
14,45,-0.18928534,-0.14917171,0.012308392,-0.04121667,-0.11720854,-0.20684405,0.0043609855,Cold wave,High sHDI
15,60,-0.0019263353,-0.0033448688,-0.1847779,-0.014488034,-0.078422114,-0.1281589,0.2030871,Cold wave,High sHDI
16,90,0.08856815,0.16946988,0.05689312,-0.005622069,-0.023878383,-0.07176905,-0.019231308,Cold wave,High sHDI
17,180,0.31401503,0.32756978,-0.0906631,-0.06117439,-0.024693014,-0.1988827,0.08181389,Cold wave,High sHDI
18,365,0.11770577,0.07034542,0.042485144,-0.011715465,-0.11185397,0.11679342,0.071634576,Cold wave,High sHDI
0,-365,0.016887648,0.0072254743,0.020549683,0.040807948,-0.048476275,0.048731826,0.06840645,Cold wave,Very high sHDI
1,-180,-0.27495027,-0.18944782,0.2943435,0.1079624,0.0122249285,0.08994307,-0.0011773803,Cold wave,Very high sHDI
2,-90,0.44034883,0.3602626,-0.05347937,-0.067608826,-0.07769381,-0.022354282,-0.25551108,Cold wave,Very high sHDI
3,-60,0.26640916,0.2194488,-0.0949614,-0.124790736,-0.21065855,0.1123539,-0.016580129,Cold wave,Very high sHDI
4,-45,-0.07909664,-0.005313866,0.18469667,-0.030826883,-0.17318605,0.08775546,-0.05944622,Cold wave,Very high sHDI
5,-30,0.31885684,0.24236111,0.061405662,0.018824218,-0.14039697,0.20825285,0.15273611,Cold wave,Very high sHDI
6,-15,-0.07825621,-0.12088739,0.103254445,0.018433614,-0.05519041,0.0036983138,-0.1383499,Cold wave,Very high sHDI
7,-7,-0.32205054,-0.27012393,0.19068398,-0.10683477,-0.06967605,-0.274412,-0.087322645,Cold wave,Very high sHDI
8,-1,-0.931387,-0.90812206,-0.019413183,0.03232372,-0.08375655,-0.55327004,-0.1543238,Cold wave,Very high sHDI
9,0,-0.80663013,-0.7814926,-0.13657598,-0.0355073,-0.19205165,-0.42400703,0.02024673,Cold wave,Very high sHDI
10,1,-1.0426396,-0.83877105,-0.06645621,0.1378364,-0.17534259,-0.5233419,-0.05686833,Cold wave,Very high sHDI
11,7,-0.51460576,-0.554691,-0.026702708,0.058738742,-0.049049165,-0.49188367,-0.09890837,Cold wave,Very high sHDI
12,15,-0.33278474,-0.27991888,0.008881283,-0.13577071,-0.14619273,-0.37659997,-0.15131807,Cold wave,Very high sHDI
13,30,-0.22328424,-0.15414141,0.1442309,0.031486213,-0.114476204,-0.2342012,-0.171602,Cold wave,Very high sHDI
14,45,-0.096644394,-0.19935201,-0.050927687,0.026376368,-0.16155465,-0.2842689,-0.13770491,Cold wave,Very high sHDI
15,60,-0.26917422,-0.25591874,-0.028854692,0.07406176,-0.12648298,-0.3459036,-0.11404176,Cold wave,Very high sHDI
16,90,0.12070098,0.05046803,-0.11734427,-0.08923641,-0.101656124,-0.08380133,-0.087870166,Cold wave,Very high sHDI
17,180,0.3657608,0.37966207,-0.07782891,-0.074062414,-0.08417504,0.12152521,-0.043886926,Cold wave,Very high sHDI
18,365,0.2370467,0.1627267,-0.052283462,-0.03471079,-0.035542216,0.011957288,0.1508392,Cold wave,Very high sHDI
0,-365,-0.5558097,-0.39739954,0.2584258,0.06348086,0.044380642,0.26129696,0.23196784,Heat wave,Low sHDI
1,-180,0.52702653,0.84949124,-0.07519,0.020789452,-0.0277665,0.005174157,0.11773728,Heat wave,Low sHDI
2,-90,0.10550566,0.3226717,0.3477736,-0.08500566,-0.14845681,0.103316456,0.12960821,Heat wave,Low sHDI
3,-60,-0.23942474,-0.17764851,0.18783498,-0.10623016,-0.1105486,0.147012,0.15371217,Heat wave,Low sHDI
4,-45,0.1401482,0.09026789,-0.30565327,-0.1341171,-0.14679442,-0.070580006,-0.047759417,Heat wave,Low sHDI
5,-30,-0.14484343,-0.26885456,-0.21057016,-0.21290582,-0.11636461,0.06721926,-0.049654108,Heat wave,Low sHDI
6,-15,0.039277554,-0.07234475,0.25896934,-0.03945042,-0.10429884,-0.18418166,-0.2507002,Heat wave,Low sHDI
7,-7,0.21159564,0.33442095,-0.35608593,-0.16114411,-0.113923304,-0.13638371,0.2324718,Heat wave,Low sHDI
8,-1,0.32910657,0.4395469,-0.3036815,0.09533968,-0.051469706,-0.02880216,-0.07361724,Heat wave,Low sHDI
9,0,-0.28512597,-0.44219592,-0.32712862,-0.048817985,-0.06961377,-0.021718968,0.0075847926,Heat wave,Low sHDI
10,1,-0.05836214,-0.6390301,-0.43875208,0.07724564,-0.13453348,0.062675595,-0.12909657,Heat wave,Low sHDI
11,7,0.23645964,0.116324835,-0.046587866,-0.15395153,-0.16457641,-0.08286865,0.10638514,Heat wave,Low sHDI
12,15,0.2039588,0.06512066,-0.1475942,-0.119977996,-0.120827526,-0.08781792,0.010437734,Heat wave,Low sHDI
13,30,0.18862584,0.062304042,0.047663525,0.117677584,0.121584795,-0.21335897,0.12281637,Heat wave,Low sHDI
14,45,-0.11996135,-0.20003054,0.18231283,-0.12524794,-0.08898705,0.03138623,-0.28053758,Heat wave,Low sHDI
15,60,-0.1004341,-0.026140153,0.04256183,-0.15573056,-0.084931605,0.113882646,0.07635711,Heat wave,Low sHDI
16,90,-0.27726087,-0.18833344,0.269442,-0.031215064,-0.043673746,0.122468024,0.1202579,Heat wave,Low sHDI
17,180,-0.071771994,-0.24555425,-0.17870559,-0.09984215,-0.08851456,-0.07896586,-0.23957726,Heat wave,Low sHDI
18,365,0.05885188,0.13007793,-0.060119476,-0.10663043,-0.19032016,-0.2347379,0.59413004,Heat wave,Low sHDI
0,-365,0.13731056,0.15151167,0.05243624,-0.002351358,-0.11233376,0.031149555,-0.1279958,Heat wave,Medium sHDI
1,-180,0.34772414,0.121115364,0.038520556,-0.1202835,0.025558282,-0.13467205,-0.39477932,Heat wave,Medium sHDI
2,-90,-0.20554559,-0.45963335,0.24352998,0.08467755,0.015831718,0.18496287,-0.07911069,Heat wave,Medium sHDI
3,-60,-0.08406923,-0.503814,0.08008836,-0.1498828,-0.08269143,-0.20859213,0.075352505,Heat wave,Medium sHDI
4,-45,-0.04763612,-0.102619186,0.20326811,0.055423692,-0.030279584,0.06315315,0.12248324,Heat wave,Medium sHDI
5,-30,-0.01907683,-0.36908993,-0.23568588,-0.09504247,-0.043842807,-0.063187726,-0.2835571,Heat wave,Medium sHDI
6,-15,0.32757685,0.31045854,0.08124089,-0.16234083,-0.1309484,-0.027541988,-0.30739874,Heat wave,Medium sHDI
7,-7,0.22950387,0.33247864,0.23523511,-0.108246006,-0.09328867,0.0143824145,-0.13269736,Heat wave,Medium sHDI
8,-1,1.1718446,1.136642,-0.74134856,-0.19430834,-0.15639652,-0.3695849,-0.10598719,Heat wave,Medium sHDI
9,0,1.0545375,0.78495234,-0.68181014,-0.17668158,-0.07922239,-0.35833958,-0.115821004,Heat wave,Medium sHDI
10,1,0.8392913,0.6546197,-0.33841214,0.0951032,0.07236481,-0.21950369,0.010109252,Heat wave,Medium sHDI
11,7,0.69415855,0.7542465,-0.4049583,-0.02695235,-0.0079615805,-0.11386126,0.015163799,Heat wave,Medium sHDI
12,15,0.47303513,0.37823743,-0.3762337,-0.10279264,-0.123219214,-0.18619597,0.15928243,Heat wave,Medium sHDI
13,30,0.33337674,0.22038233,-0.25231215,0.066707216,0.27918804,-0.058417656,-0.002414571,Heat wave,Medium sHDI
14,45,0.28539464,0.13002636,-0.2646407,-0.30318367,-0.17109114,-0.2901963,0.32424867,Heat wave,Medium sHDI
15,60,-0.18798836,-0.3914801,0.08088037,-0.027298165,-0.08527532,-0.021689555,-0.14867415,Heat wave,Medium sHDI
16,90,-0.51868314,-0.5874126,0.2800554,0.052717254,-0.046089515,-0.033297963,-0.15026492,Heat wave,Medium sHDI
17,180,-0.4562269,-0.23079473,0.29851118,0.31947467,0.3827771,0.16460106,0.21273996,Heat wave,Medium sHDI
18,365,-0.34575722,-0.28062084,0.20611104,0.0038705866,-0.013998651,0.22983858,-0.050387364,Heat wave,Medium sHDI
0,-365,-0.0072200033,-0.25820357,2.3245811e-05,-0.073423475,0.06996858,0.08399995,-0.18857779,Heat wave,High sHDI
1,-180,0.11234832,0.0057826373,-0.036893867,-0.21506508,0.028279612,0.04209133,0.006763392,Heat wave,High sHDI
2,-90,-0.1315041,-0.2657126,-0.20247367,0.08984624,0.12644696,-0.7116149,0.2538238,Heat wave,High sHDI
3,-60,-0.030494682,-0.10311839,-0.15584254,-0.14200239,-0.0398372,-0.43081602,0.34362006,Heat wave,High sHDI
4,-45,0.10490475,-0.2750677,-0.13439415,-0.16562517,-0.13398953,-0.5279843,-0.31922266,Heat wave,High sHDI
5,-30,-0.52273345,-0.5681391,0.41944394,0.3056676,0.080858156,-0.25942177,0.12977484,Heat wave,High sHDI
6,-15,0.29479933,-0.06301369,-0.053092763,-0.23457251,-0.24470013,-0.9195418,0.12734805,Heat wave,High sHDI
7,-7,0.82232565,0.33847994,-0.24265634,-0.120550856,-0.12296053,-0.851485,-0.13789397,Heat wave,High sHDI
8,-1,0.6797502,0.2763929,-0.41884395,-0.27753985,-0.26372525,-1.0826204,-0.1450006,Heat wave,High sHDI
9,0,0.21110591,-0.23009722,-0.48303965,-0.2488838,-0.15113916,-0.8169133,0.11262284,Heat wave,High sHDI
10,1,0.3225602,-0.13888381,-0.58019924,-0.080944404,-0.16213728,-0.78300816,-0.2277848,Heat wave,High sHDI
11,7,0.31213662,0.10815975,-0.38858467,-0.073759556,-0.22359368,-0.73193127,0.17213501,Heat wave,High sHDI
12,15,0.12091453,0.0025536683,-0.07664826,-0.24261706,-0.25439957,-0.8673807,-0.23434731,Heat wave,High sHDI
13,30,-0.19194618,-0.16718215,0.12218763,0.04791045,-0.110698156,-0.3070391,-0.041281357,Heat wave,High sHDI
14,45,-0.14649877,-0.057093725,-0.11285642,-0.07804451,-0.19904594,-0.6286411,0.21246009,Heat wave,High sHDI
15,60,-0.11399278,-0.34506622,-0.19058606,-0.11527349,-0.20313622,-0.73132247,0.1355114,Heat wave,High sHDI
16,90,-0.14375423,-0.19020669,0.1449362,0.34241545,0.003791417,-0.16525486,-0.10973088,Heat wave,High sHDI
17,180,0.04976116,0.21647424,0.103155464,0.4183336,0.26337647,-0.3271643,0.3296267,Heat wave,High sHDI
18,365,0.21207148,0.1413967,-0.20387965,-0.10357451,-0.21786174,-0.29490718,-0.021496402,Heat wave,High sHDI
0,-365,-0.019266175,-0.10247847,-0.10946018,0.0023428663,-0.065527745,-0.023153704,0.07166581,Heat wave,Very high sHDI
1,-180,-0.034661192,-0.050578296,0.19307485,-0.07374564,0.07624677,-0.075215034,-0.013831913,Heat wave,Very high sHDI
2,-90,-0.08678134,-0.20668377,-0.26952222,-0.1095133,-0.09965023,-0.36249718,0.14412811,Heat wave,Very high sHDI
3,-60,-0.036849327,-0.08562878,-0.1488559,0.009283167,-0.17553389,-0.26386666,0.17325841,Heat wave,Very high sHDI
4,-45,-0.03971716,-0.0539303,0.042917844,-0.0121878935,-0.22775847,-0.19637471,0.026946219,Heat wave,Very high sHDI
5,-30,-0.21702223,-0.19727775,0.15301551,0.040059317,-0.23138948,-0.25399128,0.12162285,Heat wave,Very high sHDI
6,-15,-0.034252573,0.11361587,0.046416562,0.17270727,-0.14400636,-0.33257934,0.0440631,Heat wave,Very high sHDI
7,-7,0.2918418,0.21554254,-0.15439002,-0.14786015,-0.2648771,-0.34833357,-0.042140353,Heat wave,Very high sHDI
8,-1,0.5767058,0.51046616,-0.09134364,-0.13256396,-0.29926884,-0.48555875,-0.22017485,Heat wave,Very high sHDI
9,0,0.47307205,0.15145788,-0.40313172,-0.2127652,-0.21938556,-0.4338165,-0.15014592,Heat wave,Very high sHDI
10,1,0.6742763,0.32901278,-0.5370142,-0.18385519,-0.19374798,-0.53556824,-0.18016058,Heat wave,Very high sHDI
11,7,0.65854025,0.46871117,-0.37619528,-0.21481508,-0.26451463,-0.5391951,-0.19226432,Heat wave,Very high sHDI
12,15,0.4632687,0.35304248,-0.09785609,-0.16888627,-0.32193843,-0.4975675,-0.078736655,Heat wave,Very high sHDI
13,30,-0.1586804,-0.09815076,0.15405756,0.04465281,-0.20708992,-0.1843784,-0.078763805,Heat wave,Very high sHDI
14,45,0.13908264,-0.0019879504,-0.052926525,-0.055776846,-0.2090536,-0.31015468,0.011053014,Heat wave,Very high sHDI
15,60,-0.07614912,-0.060821142,0.0119612925,0.019797051,-0.20054117,-0.0700317,0.20283666,Heat wave,Very high sHDI
16,90,-0.21871425,-0.21931152,-0.07640155,0.051865283,-0.14786047,-0.041557092,0.063696854,Heat wave,Very high sHDI
17,180,-0.40379766,-0.33413833,0.1722345,-0.07523611,-0.1811659,-0.18098363,0.14886275,Heat wave,Very high sHDI
18,365,0.2245499,0.15077107,-0.026591701,-0.05853352,-0.12122272,-0.13199508,-0.21497075,Heat wave,Very high sHDI
0,-365,0.008449153,-0.12428625,0.012001941,-0.067005865,-0.026472298,-0.014757454,-0.08414816,Drought,Low sHDI
1,-180,0.23132682,0.048944052,-0.14688568,0.0071358103,-0.033847608,-0.116297185,0.03440409,Drought,Low sHDI
2,-90,-0.0064561088,-0.07993309,-0.09579865,-0.07272783,-0.097140014,-0.11786562,0.16335797,Drought,Low sHDI
3,-60,0.0622543,0.094328456,-0.0474069,-0.003743253,-0.046830554,-0.21195245,0.08905498,Drought,Low sHDI
4,-45,0.14722146,0.10640174,-0.12398938,-0.09382775,-0.15498327,-0.28994894,0.06510333,Drought,Low sHDI
5,-30,0.20361298,0.029102713,-0.23357573,-0.067445315,-0.07744053,-0.19674027,-0.024569407,Drought,Low sHDI
6,-15,-0.017061256,0.052671462,-0.085458174,-0.1349938,-0.17992789,-0.35268152,0.021611372,Drought,Low sHDI
7,-7,0.022405302,0.044323776,-0.103815906,-0.06730555,-0.1396349,-0.34961206,0.052821234,Drought,Low sHDI
8,-1,-0.022925194,-0.09431143,0.04519777,0.25499684,0.13317151,-0.15596877,0.011277038,Drought,Low sHDI
9,0,-0.0029446646,-0.09441404,-0.16776899,-0.14402843,-0.113491915,-0.2517825,0.082647145,Drought,Low sHDI
10,1,0.06903666,-0.08775411,-0.28278932,-0.08928028,-0.010715108,-0.26462525,0.090568006,Drought,Low sHDI
11,7,0.12393199,-0.03921236,-0.16780484,-0.17942318,-0.16429599,-0.43564758,0.1277164,Drought,Low sHDI
12,15,0.18314472,0.053972278,-0.14092948,-0.14129609,-0.15392135,-0.3836712,0.004418775,Drought,Low sHDI
13,30,-0.03088097,-0.10730446,0.017383695,-0.04525253,-0.103552826,-0.23224203,-0.02239999,Drought,Low sHDI
14,45,0.13082728,0.13179277,-0.034440886,-0.076249935,-0.08054918,-0.21677299,-0.10258733,Drought,Low sHDI
15,60,0.097126484,0.006083307,-0.24526079,0.016917687,-0.046838555,-0.24735749,-0.011622845,Drought,Low sHDI
16,90,-0.03955245,-0.09977576,-0.080659315,-0.0985,-0.15414552,-0.3127798,0.16817056,Drought,Low sHDI
17,180,0.07409251,-0.14278863,-0.06424709,-0.085511066,-0.18149495,-0.31725308,-0.042744096,Drought,Low sHDI
18,365,0.03492969,0.0019695726,-0.035735313,-0.026333727,-0.006765552,-0.052522387,-0.09449696,Drought,Low sHDI
0,-365,0.26021555,0.27865446,-0.01491507,0.021597654,0.21413311,0.15457237,0.07786636,Drought,Medium sHDI
1,-180,-0.2946639,0.005938084,0.28807697,0.32000235,0.31753787,0.1752035,0.24534072,Drought,Medium sHDI
2,-90,0.27154592,0.15796825,-0.40194678,-0.16158295,-0.054377466,-0.31169698,0.15802333,Drought,Medium sHDI
3,-60,0.17825726,0.014470073,-0.013742653,-0.069078356,-0.109754965,-0.43082786,0.0064899107,Drought,Medium sHDI
4,-45,0.026657408,0.06384969,-0.065277405,-0.1300635,-0.12584586,-0.16088164,-0.01478777,Drought,Medium sHDI
5,-30,0.23171034,0.2992445,-0.20870604,-0.16193335,-0.14759529,-0.455456,0.12306315,Drought,Medium sHDI
6,-15,0.18514153,0.09854635,-0.17935789,-0.1285092,-0.09770644,-0.2966579,-0.012966146,Drought,Medium sHDI
7,-7,0.18044499,0.16038369,-0.13932136,-0.0748114,-0.10522584,-0.2992301,-0.19663544,Drought,Medium sHDI
8,-1,0.39065892,0.36425006,-0.14561026,0.022352444,-0.05128686,-0.38330525,-0.004787557,Drought,Medium sHDI
9,0,0.3451586,0.12547183,-0.16843212,-0.17734148,-0.12933588,-0.42456502,0.19354329,Drought,Medium sHDI
10,1,0.13320294,0.041637126,-0.22212712,-0.07759432,-0.04886939,-0.3771972,0.1272299,Drought,Medium sHDI
11,7,0.28347972,-0.112762384,-0.42490315,-0.20904906,-0.18073991,-0.46026266,0.42835227,Drought,Medium sHDI
12,15,0.13137057,0.12696153,0.0021744028,0.01882663,-0.15074398,-0.34328812,0.12582967,Drought,Medium sHDI
13,30,0.33721033,0.03851496,-0.13192002,-0.24651788,-0.29844427,-0.6666604,0.02491071,Drought,Medium sHDI
14,45,0.27737457,0.08769029,-0.14922181,-0.15678889,-0.22036472,-0.53007835,0.09298441,Drought,Medium sHDI
15,60,0.10495695,0.029963711,-0.104154974,-0.14893693,-0.14438695,-0.44718808,0.21520811,Drought,Medium sHDI
16,90,-0.048601873,-0.04134689,0.12140449,-0.19558516,-0.24431217,-0.3094062,0.12049951,Drought,Medium sHDI
17,180,0.076825544,-0.050829224,-0.028298255,0.0122808,-0.08146397,-0.13859013,-0.10305961,Drought,Medium sHDI
18,365,-0.09533235,0.16571866,0.24284554,0.13230905,0.15956791,0.10092162,-0.22139314,Drought,Medium sHDI
0,-365,-0.17162995,-0.04812366,0.037894893,-0.15209438,-0.0037492546,0.34805295,-0.19304425,Drought,High sHDI
1,-180,0.06009872,0.20082727,-0.2760066,-0.09733022,-0.025164876,0.10768493,0.17150344,Drought,High sHDI
2,-90,-0.064304315,-0.10402716,0.19832054,-0.092431605,0.07046656,0.04278158,-0.015934892,Drought,High sHDI
3,-60,0.0700151,0.031601198,0.17686382,-0.023587476,-0.034904018,0.07096463,-0.020729436,Drought,High sHDI
4,-45,0.24761648,-0.13438992,-0.25524583,-0.17663802,-0.0989883,-0.25691167,0.14325783,Drought,High sHDI
5,-30,0.15825588,-0.32839206,-0.22800986,-0.28221595,-0.14287244,-0.26760206,-0.012986523,Drought,High sHDI
6,-15,-0.049125887,-0.24917199,-0.15309773,-0.06628303,-0.10733864,-0.2954377,0.10508722,Drought,High sHDI
7,-7,0.079156876,-0.033805393,0.08385055,-0.15053286,-0.14800575,-0.34875226,-0.11506085,Drought,High sHDI
8,-1,0.20322715,0.17833519,-0.17597729,0.027601495,-0.16798778,-0.5623058,0.38605005,Drought,High sHDI
9,0,-0.2799417,-0.11783252,0.07409541,-0.0571868,-0.11502414,-0.41034076,0.31426847,Drought,High sHDI
10,1,-0.23376852,-0.33984166,-0.057184223,-0.13145189,-0.0974301,-0.4422039,0.024700392,Drought,High sHDI
11,7,0.0920155,-0.09161521,-0.12749805,0.03927529,-0.066609174,-0.4118074,-0.06142146,Drought,High sHDI
12,15,0.12485261,-0.09286241,-0.22529015,0.15582126,0.016013434,-0.3509703,0.068912715,Drought,High sHDI
13,30,0.15651646,0.15075147,-0.106479414,-0.13185826,-0.1859254,-0.6382793,0.2085103,Drought,High sHDI
14,45,0.077160046,-0.10198313,-0.39303914,-0.20768732,-0.19610883,-0.5442756,0.04669797,Drought,High sHDI
15,60,0.36126193,0.4026079,-0.39455467,-0.041564614,-0.13491613,-0.42216468,0.2801905,Drought,High sHDI
16,90,0.48555663,0.2754094,-0.42528176,-0.17312038,-0.15816107,-0.5430075,-0.0031008124,Drought,High sHDI
17,180,0.039661687,0.008937959,-0.15545446,-0.11049308,-0.12675576,-0.43324175,0.11989249,Drought,High sHDI
18,365,0.14236102,0.25880346,0.23055981,-0.14498103,-0.14336333,-0.13727748,0.12854056,Drought,High sHDI
0,-365,-0.10980108,-0.08964144,-0.14641908,-0.07639234,0.09560989,0.008807051,-0.10582131,Drought,Very high sHDI
1,-180,0.47902137,0.3134049,0.06251784,0.14961424,0.0034048557,0.08259642,-0.06430336,Drought,Very high sHDI
2,-90,-0.35516533,-0.25088376,-0.1432094,-0.16001116,-0.08867381,-0.3728041,0.48569188,Drought,Very high sHDI
3,-60,-0.091764875,-0.24201818,-0.22205052,-0.18649504,-0.17435451,-0.54037213,0.32950735,Drought,Very high sHDI
4,-45,-0.0630996,-0.19957697,-0.12680829,-0.09011015,-0.17903225,-0.51591,0.062140297,Drought,Very high sHDI
5,-30,0.28531647,0.0109198475,-0.030912805,-0.11154045,-0.1889917,-0.56343603,-0.084061265,Drought,Very high sHDI
